ライン,頻発停止(分類),日付,頻発停止回数,,
新3K,ベンダー排出,7/10,0,,新3Kベンダー排出45483
新3K,ベンダー排出,7/11,0,,新3Kベンダー排出45484
新3K,ベンダー排出,7/12,0,,新3Kベンダー排出45485
新3K,ベンダー排出,7/13,0,,新3Kベンダー排出45486
新3K,ベンダー排出,7/14,0,,新3Kベンダー排出45487
新3K,ベンダー排出,7/15,,,新3Kベンダー排出45488
新3K,ベンダー排出,7/16,,,新3Kベンダー排出45489
新3K,ベンダー排出,7/17,,,新3Kベンダー排出45490
新3K,ベンダー排出,7/18,,,新3Kベンダー排出45491
新3K,ベンダー排出,7/19,,,新3Kベンダー排出45492
新3K,ベンダー排出,7/20,0,,新3Kベンダー排出45493
新3K,ベンダー排出,7/21,0,,新3Kベンダー排出45494
新3K,ベンダー排出,7/22,,,新3Kベンダー排出45495
新3K,ベンダー排出,7/23,,,新3Kベンダー排出45496
新3K,ベンダー排出,7/24,,,新3Kベンダー排出45497
新3K,ベンダー排出,7/25,,,新3Kベンダー排出45498
新3K,ベンダー排出,7/26,,,新3Kベンダー排出45499
新3K,ベンダー排出,7/27,0,,新3Kベンダー排出45500
新3K,ベンダー排出,7/28,0,,新3Kベンダー排出45501
新3K,ベンダー排出,7/29,,,新3Kベンダー排出45502
新3K,ベンダー排出,7/30,,,新3Kベンダー排出45503
新3K,ベンダー排出,7/31,,,新3Kベンダー排出45504
新3K,その他,7/1,0,,新3Kその他45474
新3K,その他,7/2,0,,新3Kその他45475
新3K,その他,7/3,0,,新3Kその他45476
新3K,その他,7/4,0,,新3Kその他45477
新3K,その他,7/5,0,,新3Kその他45478
新3K,その他,7/6,0,,新3Kその他45479
新3K,その他,7/7,0,,新3Kその他45480
新3K,その他,7/8,0,,新3Kその他45481
新3K,その他,7/9,0,,新3Kその他45482
新3K,その他,7/10,0,,新3Kその他45483
新3K,その他,7/11,0,,新3Kその他45484
新3K,その他,7/12,0,,新3Kその他45485
新3K,その他,7/13,0,,新3Kその他45486
新3K,その他,7/14,0,,新3Kその他45487
新3K,その他,7/15,,,新3Kその他45488
新3K,その他,7/16,,,新3Kその他45489
新3K,その他,7/17,,,新3Kその他45490
新3K,その他,7/18,,,新3Kその他45491
新3K,その他,7/19,,,新3Kその他45492
新3K,その他,7/20,0,,新3Kその他45493
新3K,その他,7/21,0,,新3Kその他45494
新3K,その他,7/22,,,新3Kその他45495
新3K,その他,7/23,,,新3Kその他45496
新3K,その他,7/24,,,新3Kその他45497
新3K,その他,7/25,,,新3Kその他45498
新3K,その他,7/26,,,新3Kその他45499
新3K,その他,7/27,0,,新3Kその他45500
新3K,その他,7/28,0,,新3Kその他45501
新3K,その他,7/29,,,新3Kその他45502
新3K,その他,7/30,,,新3Kその他45503
新3K,その他,7/31,,,新3Kその他45504
110t,タッチセンサー,7/1,10,,110tタッチセンサー45474
110t,タッチセンサー,7/2,3,,110tタッチセンサー45475
110t,タッチセンサー,7/3,3,,110tタッチセンサー45476
110t,タッチセンサー,7/4,9,,110tタッチセンサー45477
110t,タッチセンサー,7/5,3,,110tタッチセンサー45478
110t,タッチセンサー,7/6,0,,110tタッチセンサー45479
110t,タッチセンサー,7/7,0,,110tタッチセンサー45480
110t,タッチセンサー,7/8,5,,110tタッチセンサー45481
110t,タッチセンサー,7/9,5,,110tタッチセンサー45482
110t,タッチセンサー,7/10,5,,110tタッチセンサー45483
110t,タッチセンサー,7/11,6,,110tタッチセンサー45484
110t,タッチセンサー,7/12,10,,110tタッチセンサー45485
110t,タッチセンサー,7/13,0,,110tタッチセンサー45486
110t,タッチセンサー,7/14,0,,110tタッチセンサー45487
110t,タッチセンサー,7/15,,,110tタッチセンサー45488
110t,タッチセンサー,7/16,,,110tタッチセンサー45489
110t,タッチセンサー,7/17,,,110tタッチセンサー45490
110t,タッチセンサー,7/18,,,110tタッチセンサー45491
110t,タッチセンサー,7/19,,,110tタッチセンサー45492
110t,タッチセンサー,7/20,0,,110tタッチセンサー45493
110t,タッチセンサー,7/21,0,,110tタッチセンサー45494
110t,タッチセンサー,7/22,,,110tタッチセンサー45495
110t,タッチセンサー,7/23,,,110tタッチセンサー45496
110t,タッチセンサー,7/24,,,110tタッチセンサー45497
110t,タッチセンサー,7/25,,,110tタッチセンサー45498
110t,タッチセンサー,7/26,,,110tタッチセンサー45499
110t,タッチセンサー,7/27,0,,110tタッチセンサー45500
110t,タッチセンサー,7/28,0,,110tタッチセンサー45501
110t,タッチセンサー,7/29,,,110tタッチセンサー45502
110t,タッチセンサー,7/30,,,110tタッチセンサー45503
110t,タッチセンサー,7/31,,,110tタッチセンサー45504
110t,PR排出,7/1,4,,110tPR排出45474
110t,PR排出,7/2,2,,110tPR排出45475
110t,PR排出,7/3,0,,110tPR排出45476
110t,PR排出,7/4,0,,110tPR排出45477
110t,PR排出,7/5,0,,110tPR排出45478
110t,PR排出,7/6,0,,110tPR排出45479
110t,PR排出,7/7,0,,110tPR排出45480
110t,PR排出,7/8,0,,110tPR排出45481
110t,PR排出,7/9,0,,110tPR排出45482
110t,PR排出,7/10,0,,110tPR排出45483
110t,PR排出,7/11,0,,110tPR排出45484
110t,PR排出,7/12,0,,110tPR排出45485
110t,PR排出,7/13,0,,110tPR排出45486
110t,PR排出,7/14,0,,110tPR排出45487
110t,PR排出,7/15,,,110tPR排出45488
110t,PR排出,7/16,,,110tPR排出45489
110t,PR排出,7/17,,,110tPR排出45490
110t,PR排出,7/18,,,110tPR排出45491
110t,PR排出,7/19,,,110tPR排出45492
110t,PR排出,7/20,0,,110tPR排出45493
110t,PR排出,7/21,0,,110tPR排出45494
110t,PR排出,7/22,,,110tPR排出45495
110t,PR排出,7/23,,,110tPR排出45496
110t,PR排出,7/24,,,110tPR排出45497
110t,PR排出,7/25,,,110tPR排出45498
110t,PR排出,7/26,,,110tPR排出45499
110t,PR排出,7/27,0,,110tPR排出45500
110t,PR排出,7/28,0,,110tPR排出45501
110t,PR排出,7/29,,,110tPR排出45502
110t,PR排出,7/30,,,110tPR排出45503
110t,PR排出,7/31,,,110tPR排出45504
110t,PRコンベアー詰まり,7/1,0,,110tPRコンベアー詰まり45474
110t,PRコンベアー詰まり,7/2,0,,110tPRコンベアー詰まり45475
110t,PRコンベアー詰まり,7/3,0,,110tPRコンベアー詰まり45476
110t,PRコンベアー詰まり,7/4,0,,110tPRコンベアー詰まり45477
110t,PRコンベアー詰まり,7/5,0,,110tPRコンベアー詰まり45478
110t,PRコンベアー詰まり,7/6,0,,110tPRコンベアー詰まり45479
110t,PRコンベアー詰まり,7/7,0,,110tPRコンベアー詰まり45480
110t,PRコンベアー詰まり,7/8,0,,110tPRコンベアー詰まり45481
110t,PRコンベアー詰まり,7/9,0,,110tPRコンベアー詰まり45482
110t,PRコンベアー詰まり,7/10,0,,110tPRコンベアー詰まり45483
110t,PRコンベアー詰まり,7/11,0,,110tPRコンベアー詰まり45484
110t,PRコンベアー詰まり,7/12,0,,110tPRコンベアー詰まり45485
110t,PRコンベアー詰まり,7/13,0,,110tPRコンベアー詰まり45486
110t,PRコンベアー詰まり,7/14,0,,110tPRコンベアー詰まり45487
110t,PRコンベアー詰まり,7/15,,,110tPRコンベアー詰まり45488
110t,PRコンベアー詰まり,7/16,,,110tPRコンベアー詰まり45489
110t,PRコンベアー詰まり,7/17,,,110tPRコンベアー詰まり45490
110t,PRコンベアー詰まり,7/18,,,110tPRコンベアー詰まり45491
110t,PRコンベアー詰まり,7/19,,,110tPRコンベアー詰まり45492
110t,PRコンベアー詰まり,7/20,0,,110tPRコンベアー詰まり45493
110t,PRコンベアー詰まり,7/21,0,,110tPRコンベアー詰まり45494
110t,PRコンベアー詰まり,7/22,,,110tPRコンベアー詰まり45495
110t,PRコンベアー詰まり,7/23,,,110tPRコンベアー詰まり45496
110t,PRコンベアー詰まり,7/24,,,110tPRコンベアー詰まり45497
110t,PRコンベアー詰まり,7/25,,,110tPRコンベアー詰まり45498
110t,PRコンベアー詰まり,7/26,,,110tPRコンベアー詰まり45499
110t,PRコンベアー詰まり,7/27,0,,110tPRコンベアー詰まり45500
110t,PRコンベアー詰まり,7/28,0,,110tPRコンベアー詰まり45501
110t,PRコンベアー詰まり,7/29,,,110tPRコンベアー詰まり45502
110t,PRコンベアー詰まり,7/30,,,110tPRコンベアー詰まり45503
110t,PRコンベアー詰まり,7/31,,,110tPRコンベアー詰まり45504
110t,サイジング投入,7/1,0,,110tサイジング投入45474
110t,サイジング投入,7/2,0,,110tサイジング投入45475
110t,サイジング投入,7/3,0,,110tサイジング投入45476
110t,サイジング投入,7/4,0,,110tサイジング投入45477
110t,サイジング投入,7/5,0,,110tサイジング投入45478
110t,サイジング投入,7/6,0,,110tサイジング投入45479
110t,サイジング投入,7/7,0,,110tサイジング投入45480
110t,サイジング投入,7/8,0,,110tサイジング投入45481
110t,サイジング投入,7/9,0,,110tサイジング投入45482
110t,サイジング投入,7/10,0,,110tサイジング投入45483
110t,サイジング投入,7/11,0,,110tサイジング投入45484
110t,サイジング投入,7/12,0,,110tサイジング投入45485
110t,サイジング投入,7/13,0,,110tサイジング投入45486
110t,サイジング投入,7/14,0,,110tサイジング投入45487
110t,サイジング投入,7/15,,,110tサイジング投入45488
110t,サイジング投入,7/16,,,110tサイジング投入45489
110t,サイジング投入,7/17,,,110tサイジング投入45490
110t,サイジング投入,7/18,,,110tサイジング投入45491
110t,サイジング投入,7/19,,,110tサイジング投入45492
110t,サイジング投入,7/20,0,,110tサイジング投入45493
110t,サイジング投入,7/21,0,,110tサイジング投入45494
110t,サイジング投入,7/22,,,110tサイジング投入45495
110t,サイジング投入,7/23,,,110tサイジング投入45496
110t,サイジング投入,7/24,,,110tサイジング投入45497
110t,サイジング投入,7/25,,,110tサイジング投入45498
110t,サイジング投入,7/26,,,110tサイジング投入45499
110t,サイジング投入,7/27,0,,110tサイジング投入45500
110t,サイジング投入,7/28,0,,110tサイジング投入45501
110t,サイジング投入,7/29,,,110tサイジング投入45502
110t,サイジング投入,7/30,,,110tサイジング投入45503
110t,サイジング投入,7/31,,,110tサイジング投入45504
110t,サイジング排出,7/1,0,,110tサイジング排出45474
110t,サイジング排出,7/2,0,,110tサイジング排出45475
110t,サイジング排出,7/3,0,,110tサイジング排出45476
110t,サイジング排出,7/4,0,,110tサイジング排出45477
110t,サイジング排出,7/5,0,,110tサイジング排出45478
110t,サイジング排出,7/6,0,,110tサイジング排出45479
110t,サイジング排出,7/7,0,,110tサイジング排出45480
110t,サイジング排出,7/8,0,,110tサイジング排出45481
110t,サイジング排出,7/9,0,,110tサイジング排出45482
110t,サイジング排出,7/10,0,,110tサイジング排出45483
110t,サイジング排出,7/11,0,,110tサイジング排出45484
110t,サイジング排出,7/12,0,,110tサイジング排出45485
110t,サイジング排出,7/13,0,,110tサイジング排出45486
110t,サイジング排出,7/14,0,,110tサイジング排出45487
110t,サイジング排出,7/15,,,110tサイジング排出45488
110t,サイジング排出,7/16,,,110tサイジング排出45489
110t,サイジング排出,7/17,,,110tサイジング排出45490
110t,サイジング排出,7/18,,,110tサイジング排出45491
110t,サイジング排出,7/19,,,110tサイジング排出45492
110t,サイジング排出,7/20,0,,110tサイジング排出45493
110t,サイジング排出,7/21,0,,110tサイジング排出45494
110t,サイジング排出,7/22,,,110tサイジング排出45495
110t,サイジング排出,7/23,,,110tサイジング排出45496
110t,サイジング排出,7/24,,,110tサイジング排出45497
110t,サイジング排出,7/25,,,110tサイジング排出45498
110t,サイジング排出,7/26,,,110tサイジング排出45499
110t,サイジング排出,7/27,0,,110tサイジング排出45500
110t,サイジング排出,7/28,0,,110tサイジング排出45501
110t,サイジング排出,7/29,,,110tサイジング排出45502
110t,サイジング排出,7/30,,,110tサイジング排出45503
110t,サイジング排出,7/31,,,110tサイジング排出45504
110t,ベンダー投入,7/1,0,,110tベンダー投入45474
110t,ベンダー投入,7/2,0,,110tベンダー投入45475
110t,ベンダー投入,7/3,0,,110tベンダー投入45476
110t,ベンダー投入,7/4,0,,110tベンダー投入45477
110t,ベンダー投入,7/5,0,,110tベンダー投入45478
110t,ベンダー投入,7/6,0,,110tベンダー投入45479
110t,ベンダー投入,7/7,0,,110tベンダー投入45480
110t,ベンダー投入,7/8,0,,110tベンダー投入45481
110t,ベンダー投入,7/9,0,,110tベンダー投入45482
110t,ベンダー投入,7/10,0,,110tベンダー投入45483
110t,ベンダー投入,7/11,0,,110tベンダー投入45484
110t,ベンダー投入,7/12,0,,110tベンダー投入45485
110t,ベンダー投入,7/13,0,,110tベンダー投入45486
110t,ベンダー投入,7/14,0,,110tベンダー投入45487
110t,ベンダー投入,7/15,,,110tベンダー投入45488
110t,ベンダー投入,7/16,,,110tベンダー投入45489
110t,ベンダー投入,7/17,,,110tベンダー投入45490
110t,ベンダー投入,7/18,,,110tベンダー投入45491
110t,ベンダー投入,7/19,,,110tベンダー投入45492
110t,ベンダー投入,7/20,0,,110tベンダー投入45493
110t,ベンダー投入,7/21,0,,110tベンダー投入45494
110t,ベンダー投入,7/22,,,110tベンダー投入45495
110t,ベンダー投入,7/23,,,110tベンダー投入45496
110t,ベンダー投入,7/24,,,110tベンダー投入45497
110t,ベンダー投入,7/25,,,110tベンダー投入45498
110t,ベンダー投入,7/26,,,110tベンダー投入45499
110t,ベンダー投入,7/27,0,,110tベンダー投入45500
110t,ベンダー投入,7/28,0,,110tベンダー投入45501
110t,ベンダー投入,7/29,,,110tベンダー投入45502
110t,ベンダー投入,7/30,,,110tベンダー投入45503
110t,ベンダー投入,7/31,,,110tベンダー投入45504
110t,ベンダー排出,7/1,0,,110tベンダー排出45474
110t,ベンダー排出,7/2,0,,110tベンダー排出45475
110t,ベンダー排出,7/3,0,,110tベンダー排出45476
110t,ベンダー排出,7/4,0,,110tベンダー排出45477
110t,ベンダー排出,7/5,0,,110tベンダー排出45478
110t,ベンダー排出,7/6,0,,110tベンダー排出45479
110t,ベンダー排出,7/7,0,,110tベンダー排出45480
110t,ベンダー排出,7/8,0,,110tベンダー排出45481
110t,ベンダー排出,7/9,0,,110tベンダー排出45482
110t,ベンダー排出,7/10,0,,110tベンダー排出45483
110t,ベンダー排出,7/11,0,,110tベンダー排出45484
110t,ベンダー排出,7/12,0,,110tベンダー排出45485
110t,ベンダー排出,7/13,0,,110tベンダー排出45486
110t,ベンダー排出,7/14,0,,110tベンダー排出45487
110t,ベンダー排出,7/15,,,110tベンダー排出45488
110t,ベンダー排出,7/16,,,110tベンダー排出45489
110t,ベンダー排出,7/17,,,110tベンダー排出45490
110t,ベンダー排出,7/18,,,110tベンダー排出45491
110t,ベンダー排出,7/19,,,110tベンダー排出45492
110t,ベンダー排出,7/20,0,,110tベンダー排出45493
110t,ベンダー排出,7/21,0,,110tベンダー排出45494
110t,ベンダー排出,7/22,,,110tベンダー排出45495
110t,ベンダー排出,7/23,,,110tベンダー排出45496
110t,ベンダー排出,7/24,,,110tベンダー排出45497
110t,ベンダー排出,7/25,,,110tベンダー排出45498
110t,ベンダー排出,7/26,,,110tベンダー排出45499
110t,ベンダー排出,7/27,0,,110tベンダー排出45500
110t,ベンダー排出,7/28,0,,110tベンダー排出45501
110t,ベンダー排出,7/29,,,110tベンダー排出45502
110t,ベンダー排出,7/30,,,110tベンダー排出45503
110t,ベンダー排出,7/31,,,110tベンダー排出45504
110t,その他,7/1,0,,110tその他45474
110t,その他,7/2,0,,110tその他45475
110t,その他,7/3,0,,110tその他45476
110t,その他,7/4,0,,110tその他45477
110t,その他,7/5,0,,110tその他45478
110t,その他,7/6,0,,110tその他45479
110t,その他,7/7,0,,110tその他45480
110t,その他,7/8,0,,110tその他45481
110t,その他,7/9,0,,110tその他45482
110t,その他,7/10,0,,110tその他45483
110t,その他,7/11,1,,110tその他45484
110t,その他,7/12,0,,110tその他45485
110t,その他,7/13,0,,110tその他45486
110t,その他,7/14,0,,110tその他45487
110t,その他,7/15,,,110tその他45488
110t,その他,7/16,,,110tその他45489
110t,その他,7/17,,,110tその他45490
110t,その他,7/18,,,110tその他45491
110t,その他,7/19,,,110tその他45492
110t,その他,7/20,0,,110tその他45493
110t,その他,7/21,0,,110tその他45494
110t,その他,7/22,,,110tその他45495
110t,その他,7/23,,,110tその他45496
110t,その他,7/24,,,110tその他45497
110t,その他,7/25,,,110tその他45498
110t,その他,7/26,,,110tその他45499
110t,その他,7/27,0,,110tその他45500
110t,その他,7/28,0,,110tその他45501
110t,その他,7/29,,,110tその他45502
110t,その他,7/30,,,110tその他45503
110t,その他,7/31,,,110tその他45504
16C,CH投入ミス,7/1,0,,16CCH投入ミス45474
16C,CH投入ミス,7/2,0,,16CCH投入ミス45475
16C,CH投入ミス,7/3,0,,16CCH投入ミス45476
16C,CH投入ミス,7/4,0,,16CCH投入ミス45477
16C,CH投入ミス,7/5,0,,16CCH投入ミス45478
16C,CH投入ミス,7/6,0,,16CCH投入ミス45479
16C,CH投入ミス,7/7,0,,16CCH投入ミス45480
16C,CH投入ミス,7/8,0,,16CCH投入ミス45481
16C,CH投入ミス,7/9,1,,16CCH投入ミス45482
16C,CH投入ミス,7/10,1,,16CCH投入ミス45483
16C,CH投入ミス,7/11,0,,16CCH投入ミス45484
16C,CH投入ミス,7/12,1,,16CCH投入ミス45485
16C,CH投入ミス,7/13,0,,16CCH投入ミス45486
16C,CH投入ミス,7/14,0,,16CCH投入ミス45487
16C,CH投入ミス,7/15,,,16CCH投入ミス45488
16C,CH投入ミス,7/16,,,16CCH投入ミス45489
16C,CH投入ミス,7/17,,,16CCH投入ミス45490
16C,CH投入ミス,7/18,,,16CCH投入ミス45491
16C,CH投入ミス,7/19,,,16CCH投入ミス45492
16C,CH投入ミス,7/20,0,,16CCH投入ミス45493
16C,CH投入ミス,7/21,0,,16CCH投入ミス45494
16C,CH投入ミス,7/22,,,16CCH投入ミス45495
16C,CH投入ミス,7/23,,,16CCH投入ミス45496
16C,CH投入ミス,7/24,,,16CCH投入ミス45497
16C,CH投入ミス,7/25,,,16CCH投入ミス45498
16C,CH投入ミス,7/26,,,16CCH投入ミス45499
16C,CH投入ミス,7/27,0,,16CCH投入ミス45500
16C,CH投入ミス,7/28,0,,16CCH投入ミス45501
16C,CH投入ミス,7/29,,,16CCH投入ミス45502
16C,CH投入ミス,7/30,,,16CCH投入ミス45503
16C,CH投入ミス,7/31,,,16CCH投入ミス45504
16C,CH排出ミス,7/1,2,,16CCH排出ミス45474
16C,CH排出ミス,7/2,0,,16CCH排出ミス45475
16C,CH排出ミス,7/3,0,,16CCH排出ミス45476
